slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho2,Morpho3,Preservation,strat_height,Description.notes,no_specimens,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSD-33,CSD-33,11/12/21,Tanner Frank,specimen,x,x,x,,,Va,Va2,Va2,1,75,clam shrimp fragment ,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-34,CSD-34a,11/12/21,Tanner Frank,specimen,,,,,x,Or,OrR,OrR1,NA,75,small Pac-Man (open sphere),1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-34,CSD-34b,11/12/21,Tanner Frank,specimen,x,,,,,Tr,Tr,Tr,1,75,small cuticle segment,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35a,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF1,2,75,two sporangia and stem,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35b,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF1,1,75,stem w one branch,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35c,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF,2,75,multiple dichotomously branching sporangia,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35d,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF1,1,75,single sporangium,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35e,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF1,2,75,two sporangia and long stem,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35f,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF,2,75,no sporangia 3 branches,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-36,CSD-36,11/12/21,Tanner Frank,specimen,,,,x,,Br,BrF,BrF1,3,75,complete dichotomously branching sporangia ,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-37,CSD-37,11/12/21,Tanner Frank,specimen,,,,x,,Ph,PhL,PhL_III,1,75,liverwort herbivory,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-38,CSD-38,11/12/21,Tanner Frank,specimen,,,,,x,Or,OrF,OrF1,1,75,frisbeekite (partial),1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-39,CSD-39a,11/12/21,Tanner Frank,specimen,x,x,x,,,Va,Va4,Va4,2,75,clam shrimp,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-39,CSD-39b,11/12/21,Tanner Frank,specimen,,,,x,,Ph,PhL,PhL,NA,75,liverwort herbivory,1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-50,CSD-50,2/18/22,Tanner Frank,specimen,,,,x,,Br,BrF,BrF2,3,75,"rhizoid with branching terminal tips, collected by Susan",1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-51,CSD-51,2/18/22,Tanner Frank,specimen,,,,,x,Br,BrM,BrM,3,75,"fungal hyphae and fruiting bodies, collected by Susan",1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-52,CSD-52a,2/18/22,Tanner Frank,specimen,,,,x,,Br,BrF,BrF,1,75,non metzgeriothallus sharonae plant w dark fibers,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-52,CSD-52b,2/18/22,Tanner Frank,specimen,,,,x,,Ph,Ph,Ph,1,75,non metzgeriothallus sharonae plant scrap ?,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-53,CSD-53,2/15/22,James Pinto,specimen,x,x,,,,Ap,ApT,ApT3,2,75,anostracan caudal furca,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-54,CSD-54a,2/15/22,James Pinto,specimen,x,x,x,,,Va,Va2,Va2,1,75,conchostracan fragment,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-54,CSD-54b,2/15/22,James Pinto,specimen,x,x,x,,,Va,Va2,Va2,1,75,conchostracan fragment,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-58,CSD-58,2/18/22,Tanner Frank,specimen,,,,,x,Br,BrM,BrM,NA,75,"fungal hyphae, rhizomes,**possible segmented cuticle structure??? collected by Susan",1,NA,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-59,CSD-59,2/18/22,Tanner Frank,specimen,,,,x,x,Br,BrF,BrF2,2,75,"rhizoid, collected by Susan",1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-194,CSD-194a,2/22/23,Jamie Hernandez,specimen,,,,,x,Or,OrF,OrF1,2,76,complete disc,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,NA,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-194,CSD-194b,2/22/23,Jamie Hernandez,specimen,,,,,x,Or,OrF,OrF1,1,76,partial disc,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,NA,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
